KBID	Title	AlternateTitle	PackageName	URL	ProxiedURL	Publisher	Edition	Author	Editor	Illustrator	PrintISSN	OnlineISSN	PrintISBN	OnlineISBN	DOI	PeerReviewed	ManagedCoverageBegin	ManagedCoverageEnd	CustomCoverageBegin	CustomCoverageEnd	CoverageStatement	Embargo	CustomEmbargo	Description	Subject	ResourceType	PackageContentType	CreateCustom	HideOnPublicationFinder	Delete	OrderedThroughEBSCO	IsCustom	UserDefinedField1	UserDefinedField2	UserDefinedField3	UserDefinedField4	UserDefinedField5	PackageType	AllowEbscoToAddNewTitles	
203937	Transport and the Environment	Transport and the Environment	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552211	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552211	Royal Society of Chemistry		R E Hester|R M Harrison					978-0-85404-295-1	978-1-59124-916-0|978-1-84755-221-1		N	2004-01-01	2004-12-31							Chemistry|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Environmental / General|TRANSPORTATION / General	Book	EBook	N	N	N	N	N						Complete	Y	
203949	Understanding Our Environment - An Introduction to Environmental Chemistry and Pollution (3rd Edition)	Understanding our Environment|Understanding Our Environment - An Introduction to Environmental Chemistry and Pollution (3rd Edition)|Understanding Our Environment An Introduction to Environmental Chemistry and Pollution 3rd Edition	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552235	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552235	Royal Society of Chemistry		Harrison, Roy M.|Royal Society of Chemistry (Great Britain)					978-0-85404-584-6	978-1-59124-929-0|978-1-84755-223-5		N	1999-01-01	1999-12-31							Environmental Chemistry|TECHNOLOGY & ENGINEERING / Environmental / Pollution Control	Book	EBook	N	N	N	N	N						Complete	Y	
203957	Volatile Organic Compounds in the Atmosphere	Volatile Organic Compounds in the Atmosphere	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552310	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552310	Royal Society of Chemistry		R E Hester|R M Harrison					978-0-85404-215-9	978-1-59124-416-5|978-1-84755-231-0		N	1995-01-01	1995-12-31							Organic Chemistry|SCIENCE / Chemistry / Organic|SCIENCE / Environmental Science	Book	EBook	N	N	N	N	N						Complete	Y	
203958	Waste Incineration and the Environment	Waste Incineration and the Environment	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552327	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552327	Royal Society of Chemistry		R M Harrison|R E Hester					978-0-85404-205-0	978-1-59124-415-8|978-1-84755-232-7		N	1994-01-01	1994-12-31							Environmental Sciences|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
203960	Waste Treatment and Disposal (Issues in Environmental Science and Technology)	Waste Treatment and Disposal|Waste Treatment and Disposal (Issues in Environmental Science and Technology)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847552334	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847552334	Royal Society of Chemistry		R M Harrison|R E Hester					978-0-85404-210-4	978-1-59124-417-2|978-1-84755-233-4		N	1995-01-01	1995-12-31							Pollution Control & Waste Management|SCIENCE / Chemistry / General|TECHNOLOGY & ENGINEERING / Environmental / General	Book	EBook	N	N	N	N	N						Complete	Y	
212490	Drugs, Photochemistry and Photostability	Drugs|Drugs, Photochemistry and Photostability	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847550712	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847550712	Royal Society of Chemistry		Angelo Albini|E Fasani					978-0-85404-743-7	978-1-4462-6434-8|978-1-84755-071-2		N	1998-01-01	1998-12-31							MEDICAL / Pharmacology|Pharmacy|SCIENCE / Chemistry / Analytic	Book	EBook	N	N	N	N	N						Complete	Y	
330279	Nuclear Magnetic Resonance: Volume 29	Nuclear Magnetic Resonance Volume 29|Nuclear Magnetic Resonance: Volume 29	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553850	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553850	Royal Society of Chemistry		G A Webb					978-0-85404-327-9	978-1-84755-384-3|978-1-84755-385-0		N	2000-01-01	2000-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330280	Electron Paramagnetic Resonance: Volume 16	Electron Paramagnetic Resonance Volume 16|Electron Paramagnetic Resonance: Volume 16	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553539	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553539	Royal Society of Chemistry		N M Atherton|M J Davies|Bruce C Gilbert					978-0-85404-305-7	978-1-84755-353-9		N	1998-01-01	1998-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Chemistry / General	Book	EBook	N	N	N	N	N						Complete	Y	
330281	Electron Paramagnetic Resonance: Volume 18	Electron Paramagnetic Resonance Volume 18|Electron Paramagnetic Resonance: Volume 18	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553553	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553553	Royal Society of Chemistry		Murphy, D. M.|Davies, M. J.|Gilbert, B. C.					978-0-85404-315-6	978-1-84755-355-3		N	2002-01-01	2002-12-31							Electricity & Magnetism|SCIENCE / Chemistry / Analytic|SCIENCE / Physics / Magnetism|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330282	Electron Paramagnetic Resonance: Volume 17	Electron Paramagnetic Resonance Volume 17|Electron Paramagnetic Resonance: Volume 17	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553546	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553546	Royal Society of Chemistry		Keith A McLauchlan|M J Davies|Bruce C Gilbert					978-0-85404-310-1	978-1-84755-354-6		N	2000-01-01	2000-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Chemistry / General	Book	EBook	N	N	N	N	N						Complete	Y	
330283	Nuclear Magnetic Resonance: Volume 30	Nuclear Magnetic Resonance Volume 30|Nuclear Magnetic Resonance: Volume 30	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553867	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553867	Royal Society of Chemistry		G A Webb					978-0-85404-332-3	978-1-84755-386-7|978-1-84755-387-4		N	2001-01-01	2001-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330284	Nuclear Magnetic Resonance: Volume 28	Nuclear Magnetic Resonance Volume 28|Nuclear Magnetic Resonance: Volume 28	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553843	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553843	Royal Society of Chemistry		G A Webb					978-0-85404-322-4	978-1-84755-384-3|978-1-84755-385-0		N	1999-01-01	1999-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330285	Nuclear Magnetic Resonance: Volume 27	Nuclear Magnetic Resonance Volume 27|Nuclear Magnetic Resonance: Volume 27	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553836	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553836	Royal Society of Chemistry		G A Webb					978-0-85404-317-0	978-1-84755-383-6		N	1998-01-01	1998-12-31							Electricity & Magnetism|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Analytic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330307	Carbohydrate Chemistry: Volume 33	Carbohydrate Chemistry Volume 33|Carbohydrate Chemistry: Volume 33	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553119	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553119	Royal Society of Chemistry		R J Ferrier					978-0-85404-233-3	978-1-84755-311-9		N	2002-01-01	2002-12-31							Carbohydrates|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic|SCIENCE / Life Sciences / Biochemistry	Book	EBook	N	N	N	N	N						Complete	Y	
330308	Organophosphorus Chemistry: Volume 32	Organophosphorus Chemistry Volume 32|Organophosphorus Chemistry: Volume 32	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847554512	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847554512	Royal Society of Chemistry		John C Tebby|David W Allen					978-0-85404-334-7	978-1-84755-451-2		N	2002-01-01	2002-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
330309	Chemical Modelling: Applications and Theory (A Specialist Periodical Report)	Chemical Modelling Applications and Theory Volume 1|Chemical Modelling: Applications and Theory (A Specialist Periodical Report)	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553317	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553317	Royal Society of Chemistry		Alan Hinchliffe					978-0-85404-254-8	978-1-84755-331-7		N	2000-01-01	2000-12-31							REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Physical & Theoretical|Theoretical Chemistry	Book	EBook	N	N	N	N	N						Complete	Y	
330344	Catalysis: Volume 14	Catalysis Volume 14|Catalysis: Volume 14	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553263	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553263	Royal Society of Chemistry		James J Spivey					978-0-85404-214-2|978-0-85404-219-7	978-1-84755-326-3|978-1-84755-327-0		N	1999-01-01	1999-12-31							Catalysis|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
330345	Catalysis: Volume 16	Catalysis Volume 16|Catalysis: Volume 16	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553287	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553287	Royal Society of Chemistry		James J Spivey					978-0-85404-224-1	978-1-84755-328-7		N	2002-01-01	2002-12-31							Catalysis|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
330346	Catalysis: Volume 15	Catalysis Volume 15|Catalysis: Volume 15	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847553270	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847553270	Royal Society of Chemistry		James J Spivey					978-0-85404-214-2|978-0-85404-219-7	978-1-84755-326-3|978-1-84755-327-0		N	2000-01-01	2000-12-31							Catalysis|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Industrial & Technical|TECHNOLOGY & ENGINEERING / Chemical & Biochemical	Book	EBook	N	N	N	N	N						Complete	Y	
330357	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 34	Spectroscopic Properties of Inorganic and Organometallic Compounds Volume 34|Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 34	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555182	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555182	Royal Society of Chemistry		G Davidson					978-0-85404-431-3	978-1-84755-518-2		N	2001-01-01	2001-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Inorganic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330358	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 32	Spectroscopic Properties of Inorganic and Organometallic Compounds Volume 32|Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 32	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555168	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555168	Royal Society of Chemistry		G Davidson					978-0-85404-421-4	978-1-84755-516-8|978-1-84755-517-5		N	1999-01-01	1999-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Inorganic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330359	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 31	Spectroscopic Properties of Inorganic and Organometallic Compounds Volume 31|Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 31	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555151	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555151	Royal Society of Chemistry		G Davidson					978-0-85404-416-0	978-1-84755-515-1		N	1998-01-01	1998-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Inorganic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330360	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 35	Spectroscopic Properties of Inorganic and Organometallic Compounds Volume 35|Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 35	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555199	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555199	Royal Society of Chemistry		G Davidson					978-0-85404-436-8	978-1-84755-519-9		N	2002-01-01	2002-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Inorganic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330361	Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 33	Spectroscopic Properties of Inorganic and Organometallic Compounds Volume 33|Spectroscopic Properties of Inorganic and Organometallic Compounds: Volume 33	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847555175	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847555175	Royal Society of Chemistry		G Davidson					978-0-85404-421-4|978-0-85404-426-9	978-1-84755-516-8|978-1-84755-517-5		N	2000-01-01	2000-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Inorganic|SCIENCE / Spectroscopy & Spectrum Analysis	Book	EBook	N	N	N	N	N						Complete	Y	
330375	Organophosphorus Chemistry: Volume 29	Organophosphorus Chemistry Volume 29|Organophosphorus Chemistry: Volume 29	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847554482	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847554482	Royal Society of Chemistry		John C Tebby|David W Allen					978-0-85404-319-4	978-1-84755-448-2		N	1999-01-01	1999-12-31							Organic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / Organic	Book	EBook	N	N	N	N	N						Complete	Y	
330376	Organometallic Chemistry: Volume 30	Organometallic Chemistry Volume 30|Organometallic Chemistry: Volume 30	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847554192	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847554192	Royal Society of Chemistry		M Green					978-0-85404-333-0	978-1-84755-419-2		N	2002-01-01	2002-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
330377	Organometallic Chemistry: Volume 26	Organometallic Chemistry Volume 26|Organometallic Chemistry: Volume 26	Royal Society of Chemistry eBooks (ISTEX - Licences Nationales)	http://dx.doi.org/10.1039/9781847554154	http://proxy.unice.fr/login?url=http://dx.doi.org/10.1039/9781847554154	Royal Society of Chemistry		M Green					978-0-85404-313-2	978-1-84755-415-4|978-1-84755-416-1		N	1998-01-01	1998-12-31							Organometallic Chemistry|REFERENCE / Yearbooks & Annuals|SCIENCE / Chemistry / General|SCIENCE / Chemistry / Inorganic	Book	EBook	N	N	N	N	N						Complete	Y	
